Khushkumar Jajoo,,,,,,,
ECE 202 Project 2 Phase 3,,,,,,,
"Finding the time of flight, range and the maximum height of the hit ball",,,,,,,
,,,,,,,
Time t (s),x (ft),y (ft),y(t)/y(t+dt),,,Maximum Height (ft),= MAX(C:C)
3.741048,348.2202,33.91385,"=IF(C1417="""","""",C1416/C1417)",,,,
3.743701,348.3928,33.78204,"=IF(C1418="""","""",C1417/C1418)",,,,
3.746354,348.5654,33.65005,"=IF(C1419="""","""",C1418/C1419)",,,,
3.749007,348.7379,33.51789,"=IF(C1420="""","""",C1419/C1420)",,,,
3.75166,348.9103,33.38555,"=IF(C1421="""","""",C1420/C1421)",,,,
3.754314,349.0827,33.25304,"=IF(C1422="""","""",C1421/C1422)",,,,
3.756967,349.2549,33.12036,"=IF(C1423="""","""",C1422/C1423)",,,,
3.75962,349.4271,32.9875,"=IF(C1424="""","""",C1423/C1424)",,,,
3.762273,349.5993,32.85447,"=IF(C1425="""","""",C1424/C1425)",,,,
3.764927,349.7713,32.72127,"=IF(C1426="""","""",C1425/C1426)",,,,
3.76758,349.9433,32.5879,"=IF(C1427="""","""",C1426/C1427)",,,,
3.770233,350.1152,32.45435,"=IF(C1428="""","""",C1427/C1428)",,,,
3.772886,350.287,32.32063,"=IF(C1429="""","""",C1428/C1429)",,,,
3.775539,350.4587,32.18673,"=IF(C1430="""","""",C1429/C1430)",,,,
3.778193,350.6304,32.05266,"=IF(C1431="""","""",C1430/C1431)",,,,
3.780846,350.8019,31.91842,"=IF(C1432="""","""",C1431/C1432)",,,,
3.783499,350.9735,31.78401,"=IF(C1433="""","""",C1432/C1433)",,,,
3.786152,351.1449,31.64943,"=IF(C1434="""","""",C1433/C1434)",,,,
3.788806,351.3162,31.51467,"=IF(C1435="""","""",C1434/C1435)",,,,
3.791459,351.4875,31.37974,"=IF(C1436="""","""",C1435/C1436)",,,,
3.794112,351.6587,31.24464,"=IF(C1437="""","""",C1436/C1437)",,,,
3.796765,351.8298,31.10936,"=IF(C1438="""","""",C1437/C1438)",,,,
3.799418,352.0009,30.97392,"=IF(C1439="""","""",C1438/C1439)",,,,
3.802072,352.1719,30.8383,"=IF(C1440="""","""",C1439/C1440)",,,,
3.804725,352.3428,30.70251,"=IF(C1441="""","""",C1440/C1441)",,,,
3.807378,352.5136,30.56655,"=IF(C1442="""","""",C1441/C1442)",,,,
3.810031,352.6843,30.43042,"=IF(C1443="""","""",C1442/C1443)",,,,
3.812685,352.855,30.29411,"=IF(C1444="""","""",C1443/C1444)",,,,
3.815338,353.0256,30.15763,"=IF(C1445="""","""",C1444/C1445)",,,,
3.817991,353.1961,30.02099,"=IF(C1446="""","""",C1445/C1446)",,,,
3.820644,353.3665,29.88417,"=IF(C1447="""","""",C1446/C1447)",,,,
3.823298,353.5369,29.74718,"=IF(C1448="""","""",C1447/C1448)",,,,
3.825951,353.7072,29.61002,"=IF(C1449="""","""",C1448/C1449)",,,,
3.828604,353.8774,29.47268,"=IF(C1450="""","""",C1449/C1450)",,,,
3.831257,354.0475,29.33518,"=IF(C1451="""","""",C1450/C1451)",,,,
3.83391,354.2176,29.19751,"=IF(C1452="""","""",C1451/C1452)",,,,
3.836564,354.3876,29.05966,"=IF(C1453="""","""",C1452/C1453)",,,,
3.839217,354.5575,28.92165,"=IF(C1454="""","""",C1453/C1454)",,,,
3.84187,354.7273,28.78346,"=IF(C1455="""","""",C1454/C1455)",,,,
3.844523,354.8971,28.6451,"=IF(C1456="""","""",C1455/C1456)",,,,
3.847177,355.0668,28.50658,"=IF(C1457="""","""",C1456/C1457)",,,,
3.84983,355.2364,28.36788,"=IF(C1458="""","""",C1457/C1458)",,,,
3.852483,355.4059,28.22901,"=IF(C1459="""","""",C1458/C1459)",,,,
3.855136,355.5753,28.08997,"=IF(C1460="""","""",C1459/C1460)",,,,
3.857789,355.7447,27.95077,"=IF(C1461="""","""",C1460/C1461)",,,,
3.860443,355.914,27.81139,"=IF(C1462="""","""",C1461/C1462)",,,,
3.863096,356.0832,27.67184,"=IF(C1463="""","""",C1462/C1463)",,,,
3.865749,356.2524,27.53212,"=IF(C1464="""","""",C1463/C1464)",,,,
3.868402,356.4215,27.39224,"=IF(C1465="""","""",C1464/C1465)",,,,
3.871056,356.5905,27.25218,"=IF(C1466="""","""",C1465/C1466)",,,,
3.873709,356.7594,27.11195,"=IF(C1467="""","""",C1466/C1467)",,,,
3.876362,356.9282,26.97156,"=IF(C1468="""","""",C1467/C1468)",,,,
3.879015,357.097,26.83099,"=IF(C1469="""","""",C1468/C1469)",,,,
3.881668,357.2657,26.69026,"=IF(C1470="""","""",C1469/C1470)",,,,
3.884322,357.4343,26.54936,"=IF(C1471="""","""",C1470/C1471)",,,,
3.886975,357.6028,26.40828,"=IF(C1472="""","""",C1471/C1472)",,,,
3.889628,357.7713,26.26704,"=IF(C1473="""","""",C1472/C1473)",,,,
3.892281,357.9397,26.12563,"=IF(C1474="""","""",C1473/C1474)",,,,
3.894935,358.108,25.98405,"=IF(C1475="""","""",C1474/C1475)",,,,
3.897588,358.2763,25.84231,"=IF(C1476="""","""",C1475/C1476)",,,,
3.900241,358.4444,25.70039,"=IF(C1477="""","""",C1476/C1477)",,,,
3.902894,358.6125,25.5583,"=IF(C1478="""","""",C1477/C1478)",,,,
3.905548,358.7805,25.41605,"=IF(C1479="""","""",C1478/C1479)",,,,
3.908201,358.9485,25.27363,"=IF(C1480="""","""",C1479/C1480)",,,,
3.910854,359.1163,25.13104,"=IF(C1481="""","""",C1480/C1481)",,,,
3.913507,359.2841,24.98828,"=IF(C1482="""","""",C1481/C1482)",,,,
3.91616,359.4518,24.84536,"=IF(C1483="""","""",C1482/C1483)",,,,
3.918814,359.6195,24.70226,"=IF(C1484="""","""",C1483/C1484)",,,,
3.921467,359.787,24.559,"=IF(C1485="""","""",C1484/C1485)",,,,
3.92412,359.9545,24.41557,"=IF(C1486="""","""",C1485/C1486)",,,,
3.926773,360.1219,24.27197,"=IF(C1487="""","""",C1486/C1487)",,,,
3.929427,360.2892,24.12821,"=IF(C1488="""","""",C1487/C1488)",,,,
3.93208,360.4565,23.98428,"=IF(C1489="""","""",C1488/C1489)",,,,
3.934733,360.6237,23.84018,"=IF(C1490="""","""",C1489/C1490)",,,,
3.937386,360.7908,23.69591,"=IF(C1491="""","""",C1490/C1491)",,,,
3.940039,360.9578,23.55148,"=IF(C1492="""","""",C1491/C1492)",,,,
3.942693,361.1248,23.40687,"=IF(C1493="""","""",C1492/C1493)",,,,
3.945346,361.2917,23.26211,"=IF(C1494="""","""",C1493/C1494)",,,,
3.947999,361.4585,23.11717,"=IF(C1495="""","""",C1494/C1495)",,,,
3.950652,361.6252,22.97207,"=IF(C1496="""","""",C1495/C1496)",,,,
3.953306,361.7919,22.8268,"=IF(C1497="""","""",C1496/C1497)",,,,
3.955959,361.9584,22.68136,"=IF(C1498="""","""",C1497/C1498)",,,,
3.958612,362.1249,22.53576,"=IF(C1499="""","""",C1498/C1499)",,,,
3.961265,362.2914,22.38999,"=IF(C1500="""","""",C1499/C1500)",,,,
3.963918,362.4577,22.24406,"=IF(C1501="""","""",C1500/C1501)",,,,
3.966572,362.624,22.09795,"=IF(C1502="""","""",C1501/C1502)",,,,
3.969225,362.7902,21.95169,"=IF(C1503="""","""",C1502/C1503)",,,,
3.971878,362.9563,21.80525,"=IF(C1504="""","""",C1503/C1504)",,,,
3.974531,363.1224,21.65865,"=IF(C1505="""","""",C1504/C1505)",,,,
3.977185,363.2884,21.51189,"=IF(C1506="""","""",C1505/C1506)",,,,
3.979838,363.4543,21.36495,"=IF(C1507="""","""",C1506/C1507)",,,,
3.982491,363.6201,21.21786,"=IF(C1508="""","""",C1507/C1508)",,,,
3.985144,363.7858,21.07059,"=IF(C1509="""","""",C1508/C1509)",,,,
3.987797,363.9515,20.92316,"=IF(C1510="""","""",C1509/C1510)",,,,
3.990451,364.1171,20.77557,"=IF(C1511="""","""",C1510/C1511)",,,,
3.993104,364.2827,20.62781,"=IF(C1512="""","""",C1511/C1512)",,,,
3.995757,364.4481,20.47988,"=IF(C1513="""","""",C1512/C1513)",,,,
3.99841,364.6135,20.33179,"=IF(C1514="""","""",C1513/C1514)",,,,
4.001064,364.7788,20.18354,"=IF(C1515="""","""",C1514/C1515)",,,,
4.003717,364.944,20.03512,"=IF(C1516="""","""",C1515/C1516)",,,,
4.00637,365.1092,19.88653,"=IF(C1517="""","""",C1516/C1517)",,,,
4.009023,365.2743,19.73778,"=IF(C1518="""","""",C1517/C1518)",,,,
4.011677,365.4393,19.58886,"=IF(C1519="""","""",C1518/C1519)",,,,
4.01433,365.6042,19.43978,"=IF(C1520="""","""",C1519/C1520)",,,,
4.016983,365.769,19.29054,"=IF(C1521="""","""",C1520/C1521)",,,,
4.019636,365.9338,19.14113,"=IF(C1522="""","""",C1521/C1522)",,,,
4.022289,366.0985,18.99156,"=IF(C1523="""","""",C1522/C1523)",,,,
4.024943,366.2631,18.84182,"=IF(C1524="""","""",C1523/C1524)",,,,
4.027596,366.4277,18.69192,"=IF(C1525="""","""",C1524/C1525)",,,,
4.030249,366.5922,18.54185,"=IF(C1526="""","""",C1525/C1526)",,,,
4.032902,366.7566,18.39162,"=IF(C1527="""","""",C1526/C1527)",,,,
4.035556,366.9209,18.24123,"=IF(C1528="""","""",C1527/C1528)",,,,
4.038209,367.0852,18.09067,"=IF(C1529="""","""",C1528/C1529)",,,,
4.040862,367.2493,17.93995,"=IF(C1530="""","""",C1529/C1530)",,,,
4.043515,367.4134,17.78906,"=IF(C1531="""","""",C1530/C1531)",,,,
4.046168,367.5775,17.63801,"=IF(C1532="""","""",C1531/C1532)",,,,
4.048822,367.7414,17.4868,"=IF(C1533="""","""",C1532/C1533)",,,,
4.051475,367.9053,17.33542,"=IF(C1534="""","""",C1533/C1534)",,,,
4.054128,368.0691,17.18388,"=IF(C1535="""","""",C1534/C1535)",,,,
4.056781,368.2329,17.03218,"=IF(C1536="""","""",C1535/C1536)",,,,
4.059435,368.3965,16.88031,"=IF(C1537="""","""",C1536/C1537)",,,,
4.062088,368.5601,16.72828,"=IF(C1538="""","""",C1537/C1538)",,,,
4.064741,368.7236,16.57609,"=IF(C1539="""","""",C1538/C1539)",,,,
4.067394,368.887,16.42374,"=IF(C1540="""","""",C1539/C1540)",,,,
4.070047,369.0504,16.27122,"=IF(C1541="""","""",C1540/C1541)",,,,
4.072701,369.2137,16.11854,"=IF(C1542="""","""",C1541/C1542)",,,,
4.075354,369.3769,15.9657,"=IF(C1543="""","""",C1542/C1543)",,,,
4.078007,369.54,15.81269,"=IF(C1544="""","""",C1543/C1544)",,,,
4.08066,369.7031,15.65953,"=IF(C1545="""","""",C1544/C1545)",,,,
4.083314,369.8661,15.5062,"=IF(C1546="""","""",C1545/C1546)",,,,
4.085967,370.029,15.3527,"=IF(C1547="""","""",C1546/C1547)",,,,
4.08862,370.1918,15.19905,"=IF(C1548="""","""",C1547/C1548)",,,,
4.091273,370.3546,15.04523,"=IF(C1549="""","""",C1548/C1549)",,,,
4.093926,370.5173,14.89126,"=IF(C1550="""","""",C1549/C1550)",,,,
4.09658,370.6799,14.73712,"=IF(C1551="""","""",C1550/C1551)",,,,
4.099233,370.8424,14.58281,"=IF(C1552="""","""",C1551/C1552)",,,,
4.101886,371.0049,14.42835,"=IF(C1553="""","""",C1552/C1553)",,,,
4.104539,371.1673,14.27373,"=IF(C1554="""","""",C1553/C1554)",,,,
4.107193,371.3296,14.11894,"=IF(C1555="""","""",C1554/C1555)",,,,
4.109846,371.4918,13.96399,"=IF(C1556="""","""",C1555/C1556)",,,,
4.112499,371.654,13.80888,"=IF(C1557="""","""",C1556/C1557)",,,,
4.115152,371.8161,13.65361,"=IF(C1558="""","""",C1557/C1558)",,,,
4.117806,371.9781,13.49818,"=IF(C1559="""","""",C1558/C1559)",,,,
4.120459,372.14,13.34259,"=IF(C1560="""","""",C1559/C1560)",,,,
4.123112,372.3019,13.18683,"=IF(C1561="""","""",C1560/C1561)",,,,
4.125765,372.4637,13.03092,"=IF(C1562="""","""",C1561/C1562)",,,,
4.128418,372.6254,12.87485,"=IF(C1563="""","""",C1562/C1563)",,,,
4.131072,372.7871,12.71861,"=IF(C1564="""","""",C1563/C1564)",,,,
4.133725,372.9486,12.56221,"=IF(C1565="""","""",C1564/C1565)",,,,
4.136378,373.1101,12.40566,"=IF(C1566="""","""",C1565/C1566)",,,,
4.139031,373.2716,12.24894,"=IF(C1567="""","""",C1566/C1567)",,,,
4.141685,373.4329,12.09206,"=IF(C1568="""","""",C1567/C1568)",,,,
4.144338,373.5942,11.93503,"=IF(C1569="""","""",C1568/C1569)",,,,
4.146991,373.7554,11.77783,"=IF(C1570="""","""",C1569/C1570)",,,,
4.149644,373.9165,11.62047,"=IF(C1571="""","""",C1570/C1571)",,,,
4.152297,374.0776,11.46295,"=IF(C1572="""","""",C1571/C1572)",,,,
4.154951,374.2386,11.30528,"=IF(C1573="""","""",C1572/C1573)",,,,
4.157604,374.3995,11.14744,"=IF(C1574="""","""",C1573/C1574)",,,,
4.160257,374.5603,10.98944,"=IF(C1575="""","""",C1574/C1575)",,,,
4.16291,374.721,10.83129,"=IF(C1576="""","""",C1575/C1576)",,,,
4.165564,374.8817,10.67297,"=IF(C1577="""","""",C1576/C1577)",,,,
4.168217,375.0423,10.5145,"=IF(C1578="""","""",C1577/C1578)",,,,
4.17087,375.2029,10.35586,"=IF(C1579="""","""",C1578/C1579)",,,,
4.173523,375.3633,10.19707,"=IF(C1580="""","""",C1579/C1580)",,,,
4.176176,375.5237,10.03812,"=IF(C1581="""","""",C1580/C1581)",,,,
4.17883,375.684,9.879005,"=IF(C1582="""","""",C1581/C1582)",,,,
4.181483,375.8443,9.719735,"=IF(C1583="""","""",C1582/C1583)",,,,
4.184136,376.0044,9.560306,"=IF(C1584="""","""",C1583/C1584)",,,,
4.186789,376.1645,9.400718,"=IF(C1585="""","""",C1584/C1585)",,,,
4.189443,376.3245,9.240972,"=IF(C1586="""","""",C1585/C1586)",,,,
4.192096,376.4845,9.081067,"=IF(C1587="""","""",C1586/C1587)",,,,
4.194749,376.6444,8.921004,"=IF(C1588="""","""",C1587/C1588)",,,,
4.197402,376.8041,8.760782,"=IF(C1589="""","""",C1588/C1589)",,,,
4.200056,376.9639,8.600402,"=IF(C1590="""","""",C1589/C1590)",,,,
4.202709,377.1235,8.439864,"=IF(C1591="""","""",C1590/C1591)",,,,
4.205362,377.2831,8.279168,"=IF(C1592="""","""",C1591/C1592)",,,,
4.208015,377.4426,8.118314,"=IF(C1593="""","""",C1592/C1593)",,,,
4.210668,377.602,7.957303,"=IF(C1594="""","""",C1593/C1594)",,,,
4.213322,377.7614,7.796133,"=IF(C1595="""","""",C1594/C1595)",,,,
4.215975,377.9206,7.634806,"=IF(C1596="""","""",C1595/C1596)",,,,
4.218628,378.0799,7.473321,"=IF(C1597="""","""",C1596/C1597)",,,,
4.221281,378.239,7.311678,"=IF(C1598="""","""",C1597/C1598)",,,,
4.223935,378.398,7.149878,"=IF(C1599="""","""",C1598/C1599)",,,,
4.226588,378.557,6.987921,"=IF(C1600="""","""",C1599/C1600)",,,,
4.229241,378.7159,6.825807,"=IF(C1601="""","""",C1600/C1601)",,,,
4.231894,378.8748,6.663536,"=IF(C1602="""","""",C1601/C1602)",,,,
4.234547,379.0335,6.501107,"=IF(C1603="""","""",C1602/C1603)",,,,
4.237201,379.1922,6.338522,"=IF(C1604="""","""",C1603/C1604)",,,,
4.239854,379.3508,6.175779,"=IF(C1605="""","""",C1604/C1605)",,,,
4.242507,379.5094,6.01288,"=IF(C1606="""","""",C1605/C1606)",,,,
4.24516,379.6678,5.849825,"=IF(C1607="""","""",C1606/C1607)",,,,
4.247814,379.8262,5.686613,"=IF(C1608="""","""",C1607/C1608)",,,,
4.250467,379.9846,5.523244,"=IF(C1609="""","""",C1608/C1609)",,,,
4.25312,380.1428,5.359719,"=IF(C1610="""","""",C1609/C1610)",,,,
4.255773,380.301,5.196037,"=IF(C1611="""","""",C1610/C1611)",,,,
4.258426,380.4591,5.0322,"=IF(C1612="""","""",C1611/C1612)",,,,
4.26108,380.6171,4.868206,"=IF(C1613="""","""",C1612/C1613)",,,,
4.263733,380.7751,4.704056,"=IF(C1614="""","""",C1613/C1614)",,,,
4.266386,380.9329,4.539751,"=IF(C1615="""","""",C1614/C1615)",,,,
4.269039,381.0907,4.375289,"=IF(C1616="""","""",C1615/C1616)",,,,
4.271693,381.2485,4.210672,"=IF(C1617="""","""",C1616/C1617)",,,,
4.274346,381.4061,4.0459,"=IF(C1618="""","""",C1617/C1618)",,,,
4.276999,381.5637,3.880971,"=IF(C1619="""","""",C1618/C1619)",,,,
4.279652,381.7212,3.715887,"=IF(C1620="""","""",C1619/C1620)",,,,
4.282305,381.8787,3.550648,"=IF(C1621="""","""",C1620/C1621)",,,,
4.284959,382.036,3.385254,"=IF(C1622="""","""",C1621/C1622)",,,,
4.287612,382.1933,3.219704,"=IF(C1623="""","""",C1622/C1623)",,,,
4.290265,382.3505,3.054,"=IF(C1624="""","""",C1623/C1624)",,,,
4.292918,382.5077,2.88814,"=IF(C1625="""","""",C1624/C1625)",,,,
4.295572,382.6648,2.722126,"=IF(C1626="""","""",C1625/C1626)",,,,
4.298225,382.8218,2.555956,"=IF(C1627="""","""",C1626/C1627)",,,,
4.300878,382.9787,2.389632,"=IF(C1628="""","""",C1627/C1628)",,,,
4.303531,383.1355,2.223154,"=IF(C1629="""","""",C1628/C1629)",,,,
4.306185,383.2923,2.056521,"=IF(C1630="""","""",C1629/C1630)",,,,
4.308838,383.449,1.889733,"=IF(C1631="""","""",C1630/C1631)",,,,
4.311491,383.6056,1.722791,"=IF(C1632="""","""",C1631/C1632)",,,,
4.314144,383.7622,1.555695,"=IF(C1633="""","""",C1632/C1633)",,,,
4.316797,383.9187,1.388445,"=IF(C1634="""","""",C1633/C1634)",,,,
4.319451,384.0751,1.221041,"=IF(C1635="""","""",C1634/C1635)",,,,
4.322104,384.2314,1.053483,"=IF(C1636="""","""",C1635/C1636)",,,,
4.324757,384.3877,0.8857705,"=IF(C1637="""","""",C1636/C1637)",,,,
4.32741,384.5439,0.7179047,"=IF(C1638="""","""",C1637/C1638)",,,,
4.330064,384.7,0.5498851,"=IF(C1639="""","""",C1638/C1639)",,,,
4.332717,384.8561,0.381712,"=IF(C1640="""","""",C1639/C1640)",,,,
4.33537,385.012,0.2133855,"=IF(C1641="""","""",C1640/C1641)",,,,
4.338023,385.1679,0.04490547,"=IF(C1642="""","""",C1641/C1642)",,,,
4.340676,385.3238,-0.1237278,"=IF(C1643="""","""",C1642/C1643)",,,,
4.34333,385.4795,-0.2925143,"=IF(C1644="""","""",C1643/C1644)",,,,
4.345983,385.6352,-0.4614539,"=IF(C1645="""","""",C1644/C1645)",,,,
4.348636,385.7908,-0.6305465,"=IF(C1646="""","""",C1645/C1646)",,,,
4.351289,385.9463,-0.7997921,"=IF(C1647="""","""",C1646/C1647)",,,,
4.353943,386.1018,-0.9691904,"=IF(C1648="""","""",C1647/C1648)",,,,
4.356596,386.2572,-1.138742,"=IF(C1649="""","""",C1648/C1649)",,,,
4.359249,386.4125,-1.308445,"=IF(C1650="""","""",C1649/C1650)",,,,
4.361902,386.5677,-1.478302,"=IF(C1651="""","""",C1650/C1651)",,,,
4.364555,386.7229,-1.64831,"=IF(C1652="""","""",C1651/C1652)",,,,
4.367209,386.878,-1.818471,"=IF(C1653="""","""",C1652/C1653)",,,,
4.369862,387.033,-1.988785,"=IF(C1654="""","""",C1653/C1654)",,,,
4.372515,387.188,-2.15925,"=IF(C1655="""","""",C1654/C1655)",,,,
4.375168,387.3429,-2.329868,"=IF(C1656="""","""",C1655/C1656)",,,,
4.377822,387.4977,-2.500638,"=IF(C1657="""","""",C1656/C1657)",,,,
4.380475,387.6524,-2.671559,"=IF(C1658="""","""",C1657/C1658)",,,,
4.383128,387.8071,-2.842633,"=IF(C1659="""","""",C1658/C1659)",,,,
4.385781,387.9616,-3.013858,"=IF(C1660="""","""",C1659/C1660)",,,,
4.388434,388.1162,-3.185234,"=IF(C1661="""","""",C1660/C1661)",,,,
4.391088,388.2706,-3.356762,"=IF(C1662="""","""",C1661/C1662)",,,,
4.393741,388.425,-3.528442,"=IF(C1663="""","""",C1662/C1663)",,,,
4.396394,388.5793,-3.700273,"=IF(C1664="""","""",C1663/C1664)",,,,
4.399047,388.7335,-3.872255,"=IF(C1665="""","""",C1664/C1665)",,,,
4.401701,388.8876,-4.044388,"=IF(C1666="""","""",C1665/C1666)",,,,
4.404354,389.0417,-4.216673,"=IF(C1667="""","""",C1666/C1667)",,,,
4.407007,389.1957,-4.389108,"=IF(C1668="""","""",C1667/C1668)",,,,
4.40966,389.3496,-4.561694,"=IF(C1669="""","""",C1668/C1669)",,,,
4.412314,389.5035,-4.734431,"=IF(C1670="""","""",C1669/C1670)",,,,
4.414967,389.6573,-4.907319,"=IF(C1671="""","""",C1670/C1671)",,,,
4.41762,389.811,-5.080357,"=IF(C1672="""","""",C1671/C1672)",,,,
4.420273,389.9646,-5.253546,"=IF(C1673="""","""",C1672/C1673)",,,,
4.422926,390.1182,-5.426885,"=IF(C1674="""","""",C1673/C1674)",,,,
4.42558,390.2717,-5.600374,"=IF(C1675="""","""",C1674/C1675)",,,,
4.428233,390.4251,-5.774014,"=IF(C1676="""","""",C1675/C1676)",,,,
4.430886,390.5785,-5.947804,"=IF(C1677="""","""",C1676/C1677)",,,,
4.433539,390.7317,-6.121743,"=IF(C1678="""","""",C1677/C1678)",,,,
4.436193,390.8849,-6.295833,"=IF(C1679="""","""",C1678/C1679)",,,,
4.438846,391.0381,-6.470072,"=IF(C1680="""","""",C1679/C1680)",,,,
4.441499,391.1911,-6.644462,"=IF(C1681="""","""",C1680/C1681)",,,,
4.444152,391.3441,-6.819,"=IF(C1682="""","""",C1681/C1682)",,,,
4.446805,391.497,-6.993689,"=IF(C1683="""","""",C1682/C1683)",,,,
4.449459,391.6499,-7.168527,"=IF(C1684="""","""",C1683/C1684)",,,,
4.452112,391.8027,-7.343514,"=IF(C1685="""","""",C1684/C1685)",,,,
4.454765,391.9553,-7.51865,"=IF(C1686="""","""",C1685/C1686)",,,,
4.457418,392.108,-7.693936,"=IF(C1687="""","""",C1686/C1687)",,,,
4.460072,392.2605,-7.869371,"=IF(C1688="""","""",C1687/C1688)",,,,
4.462725,392.413,-8.044954,"=IF(C1689="""","""",C1688/C1689)",,,,
4.465378,392.5654,-8.220687,"=IF(C1690="""","""",C1689/C1690)",,,,
4.468031,392.7177,-8.396568,"=IF(C1691="""","""",C1690/C1691)",,,,
4.470684,392.87,-8.572599,"=IF(C1692="""","""",C1691/C1692)",,,,
4.473338,393.0222,-8.748777,"=IF(C1693="""","""",C1692/C1693)",,,,
4.475991,393.1743,-8.925104,"=IF(C1694="""","""",C1693/C1694)",,,,
4.478644,393.3264,-9.10158,"=IF(C1695="""","""",C1694/C1695)",,,,
4.481297,393.4783,-9.278204,"=IF(C1696="""","""",C1695/C1696)",,,,
4.483951,393.6302,-9.454976,"=IF(C1697="""","""",C1696/C1697)",,,,
4.486604,393.7821,-9.631897,"=IF(C1698="""","""",C1697/C1698)",,,,
4.489257,393.9338,-9.808965,"=IF(C1699="""","""",C1698/C1699)",,,,
4.49191,394.0855,-9.986181,"=IF(C1700="""","""",C1699/C1700)",,,,
4.494564,394.2371,-10.16355,"=IF(C1701="""","""",C1700/C1701)",,,,
4.497217,394.3886,-10.34106,"=IF(C1702="""","""",C1701/C1702)",,,,
4.49987,394.5401,-10.51872,"=IF(C1703="""","""",C1702/C1703)",,,,
4.502523,394.6915,-10.69652,"=IF(C1704="""","""",C1703/C1704)",,,,
4.505176,394.8428,-10.87448,"=IF(C1705="""","""",C1704/C1705)",,,,
4.50783,394.9941,-11.05258,"=IF(C1706="""","""",C1705/C1706)",,,,
4.510483,395.1452,-11.23083,"=IF(C1707="""","""",C1706/C1707)",,,,
4.513136,395.2964,-11.40923,"=IF(C1708="""","""",C1707/C1708)",,,,
4.515789,395.4474,-11.58777,"=IF(C1709="""","""",C1708/C1709)",,,,
4.518443,395.5983,-11.76646,"=IF(C1710="""","""",C1709/C1710)",,,,
4.521096,395.7492,-11.9453,"=IF(C1711="""","""",C1710/C1711)",,,,
4.523749,395.9001,-12.12428,"=IF(C1712="""","""",C1711/C1712)",,,,
4.526402,396.0508,-12.30341,"=IF(C1713="""","""",C1712/C1713)",,,,
4.529055,396.2015,-12.48269,"=IF(C1714="""","""",C1713/C1714)",,,,
4.531709,396.3521,-12.66212,"=IF(C1715="""","""",C1714/C1715)",,,,
4.534362,396.5026,-12.84169,"=IF(C1716="""","""",C1715/C1716)",,,,
4.537015,396.6531,-13.0214,"=IF(C1717="""","""",C1716/C1717)",,,,
4.539668,396.8034,-13.20127,"=IF(C1718="""","""",C1717/C1718)",,,,
4.542322,396.9538,-13.38128,"=IF(C1719="""","""",C1718/C1719)",,,,
4.544975,397.104,-13.56143,"=IF(C1720="""","""",C1719/C1720)",,,,
4.547628,397.2542,-13.74173,"=IF(C1721="""","""",C1720/C1721)",,,,
4.550281,397.4043,-13.92218,"=IF(C1722="""","""",C1721/C1722)",,,,
4.552934,397.5543,-14.10277,"=IF(C1723="""","""",C1722/C1723)",,,,
4.555588,397.7042,-14.28351,"=IF(C1724="""","""",C1723/C1724)",,,,
4.558241,397.8541,-14.4644,"=IF(C1725="""","""",C1724/C1725)",,,,
4.560894,398.0039,-14.64543,"=IF(C1726="""","""",C1725/C1726)",,,,
4.563547,398.1537,-14.8266,"=IF(C1727="""","""",C1726/C1727)",,,,
4.566201,398.3033,-15.00792,"=IF(C1728="""","""",C1727/C1728)",,,,
4.568854,398.4529,-15.18939,"=IF(C1729="""","""",C1728/C1729)",,,,
4.571507,398.6024,-15.371,"=IF(C1730="""","""",C1729/C1730)",,,,
4.57416,398.7519,-15.55276,"=IF(C1731="""","""",C1730/C1731)",,,,
4.576813,398.9013,-15.73466,"=IF(C1732="""","""",C1731/C1732)",,,,
4.579467,399.0506,-15.9167,"=IF(C1733="""","""",C1732/C1733)",,,,
4.58212,399.1998,-16.09889,"=IF(C1734="""","""",C1733/C1734)",,,,
4.584773,399.349,-16.28123,"=IF(C1735="""","""",C1734/C1735)",,,,
4.587426,399.498,-16.46371,"=IF(C1736="""","""",C1735/C1736)",,,,
4.59008,399.6471,-16.64633,"=IF(C1737="""","""",C1736/C1737)",,,,
4.592733,399.796,-16.8291,"=IF(C1738="""","""",C1737/C1738)",,,,
4.595386,399.9449,-17.01201,"=IF(C1739="""","""",C1738/C1739)",,,,
4.598039,400.0937,-17.19507,"=IF(C1740="""","""",C1739/C1740)",,,,
4.600693,400.2424,-17.37827,"=IF(C1741="""","""",C1740/C1741)",,,,
4.603346,400.3911,-17.56162,"=IF(C1742="""","""",C1741/C1742)",,,,
4.605999,400.5397,-17.74511,"=IF(C1743="""","""",C1742/C1743)",,,,
4.608652,400.6882,-17.92874,"=IF(C1744="""","""",C1743/C1744)",,,,
4.611305,400.8366,-18.11251,"=IF(C1745="""","""",C1744/C1745)",,,,
4.613959,400.985,-18.29643,"=IF(C1746="""","""",C1745/C1746)",,,,
4.616612,401.1333,-18.4805,"=IF(C1747="""","""",C1746/C1747)",,,,
4.619265,401.2815,-18.6647,"=IF(C1748="""","""",C1747/C1748)",,,,
4.621918,401.4297,-18.84906,"=IF(C1749="""","""",C1748/C1749)",,,,
4.624572,401.5778,-19.03355,"=IF(C1750="""","""",C1749/C1750)",,,,
4.627225,401.7258,-19.21819,"=IF(C1751="""","""",C1750/C1751)",,,,
4.629878,401.8737,-19.40297,"=IF(C1752="""","""",C1751/C1752)",,,,
